,player_id,name,birth_date,height,current_international,main_position,foot,current_club,goals_scored,goals_assisted,goals_conceded,clean_sheets,total_appearence,agent
429,88490,Aleix Vidal,"['Aug', '21', '1989']",177.0,Spain,Attack Right Winger,right,Espanyol,41,53,nan,nan,403,Promoesport
430,628498,Jofre Carreras,"['Jun', '17', '2001']",175.0,Spain,Attack Right Winger,right,CD Mirandés,6,1,nan,nan,66,
431,162038,Raúl de Tomás,"['Oct', '17', '1994']",180.0,Spain,Attack Centre Forward,right,Rayo Vallecano,131,22,nan,nan,332,Relatives
432,311489,Landry Dimata,"['Sep', '1', '1997']",185.0,Belgium,Attack Centre Forward,right,NEC Nijmegen,43,14,nan,nan,165,RGFOOTBALL
433,705808,Max Svensson,"['Nov', '8', '2001']",182.0,Spain,Attack Centre Forward,right,Dep. La Coruña,17,-,nan,nan,91,CAA Base Ltd
434,199321,Rubén Blanco,"['Jul', '25', '1995']",188.0,Spain,Goalkeeper,right,Marseille,-,-,262,49,182,Media Base Sports
435,144128,Matías Dituro,"['May', '8', '1987']",191.0,Argentina,Goalkeeper,right,U. Católica,1,1,346,95,302,Fernando Felicevich
436,448835,Gaizka Campos,"['May', '16', '1997']",190.0,Spain,Goalkeeper,right,Intercity,-,-,111,23,85,YOU FIRST
437,581640,Coke Carrillo,"['Jan', '7', '2002']",188.0,Spain,Goalkeeper,right,Celta Vigo B,-,-,6,1,5,
438,646741,César Fernández,"['Jan', '28', '2004']",181.0,Spain,Goalkeeper,right,Celta C-GP,-,-,-,-,-,Intermedia Sport ...
439,358250,Joseph Aidoo,"['Sep', '29', '1995']",177.0,Ghana,Defender Centre Back,right,Celta de Vigo,12,1,nan,nan,257,
440,64134,Néstor Araújo,"['Aug', '29', '1991']",188.0,Mexico,Defender Centre Back,right,América,12,10,nan,nan,403,
441,131102,Jeison Murillo,"['May', '27', '1992']",182.0,Colombia,Defender Centre Back,right,Sampdoria,14,4,nan,nan,322,
442,609361,José Fontán,"['Feb', '11', '2000']",182.0,Spain,Defender Centre Back,left,Go Ahead Eagles,3,3,nan,nan,83,YOU FIRST
443,636093,Carlos Domínguez,"['Feb', '11', '2001']",187.0,Spain,Defender Centre Back,left,Celta Vigo B,1,1,nan,nan,68,InterStarDeporte
444,740253,Javi Castro,"['Sep', '13', '2000']",183.0,Spain,Defender Centre Back,right,Alcorcón,1,1,nan,nan,95,YOU FIRST
445,448628,Javi Galán,"['Nov', '19', '1994']",172.0,Spain,Defender Left Back,left,Celta de Vigo,8,22,nan,nan,266,YOU FIRST
446,461619,Fernando Medrano,"['Mar', '26', '2000']",172.0,Spain,Defender Left Back,left,Celta Vigo B,2,3,nan,nan,116,MRH Football Agency
447,119905,Hugo Mallo,"['Jun', '22', '1991']",174.0,Spain,Defender Right Back,right,Celta de Vigo,12,28,nan,nan,448,#LEADERS
448,221315,Kevin Vázquez,"['Mar', '23', '1993']",175.0,Spain,Defender Right Back,right,Celta de Vigo,2,3,nan,nan,216,F.J.VILLAVERDE
449,540676,Thomas Carrique,"['Feb', '26', '1999']",173.0,France,Defender Right Back,right,Celta Vigo B,3,3,nan,nan,107,Triunfo Futbol
450,277137,Renato Tapia,"['Jul', '28', '1995']",185.0,Peru,midfield Defensive Midfield,right,Celta de Vigo,11,7,nan,nan,254,AGREF
