,player_id,season,Age,Competition,Club,club_id,position_group,New_season,Squad,Appearances,PPG,Goals,Assists,Penalty goals,Minutes per goal,market_value
412,26399,2020,32,Premier League,Manchester City,281,Attack,False,19,12,2.42,4,1,1,140,18000000.0
413,134425,2020,25,Premier League,Manchester City,281,Attack,False,36,31,2.19,10,8,0,254,90000000.0
414,171424,2020,29,Premier League,Manchester City,281,Attack,False,37,27,2.33,9,6,0,217,42000000.0
415,363205,2020,23,Premier League,Manchester City,281,Attack,False,30,29,2.28,9,4,0,229,60000000.0
416,398184,2020,20,Premier League,Manchester City,281,Attack,False,37,24,2.13,7,2,0,187,50000000.0
418,610849,2020,17,Premier League,Manchester City,281,Attack,False,6,1,0.0,0,0,0,0,1000000.0
421,203460,2021,25,Premier League,Manchester City,281,Attack,True,34,26,2.31,3,3,0,639,70000000.0
422,363205,2021,24,Premier League,Manchester City,281,Attack,False,34,28,2.43,8,9,1,235,50000000.0
423,398184,2021,21,Premier League,Manchester City,281,Attack,False,7,4,2.25,2,1,0,153,45000000.0
424,406635,2021,21,Premier League,Manchester City,281,Attack,False,33,28,2.43,9,5,0,237,90000000.0
425,610849,2021,18,Premier League,Manchester City,281,Attack,False,4,1,3.0,0,0,0,0,1500000.0
426,668265,2021,18,Premier League,Manchester City,281,Attack,False,3,1,3.0,0,0,0,0,14000000.0
427,680806,2021,18,Premier League,Manchester City,281,Attack,False,1,0,0.0,0,0,0,0,800000.0
428,56416,2018,31,Serie A,SSC Napoli,6195,Attack,False,37,35,2.0,16,10,1,141,25000000.0
431,133964,2018,27,Serie A,SSC Napoli,6195,Attack,False,29,28,1.96,10,5,1,208,65000000.0
433,400485,2018,21,Serie A,SSC Napoli,6195,Attack,False,29,18,2.06,3,0,0,177,10000000.0
434,69015,2019,29,Premier League,West Ham United,379,Attack,False,24,23,1.35,5,1,0,197,9500000.0
435,104124,2019,29,Premier League,West Ham United,379,Attack,False,24,24,1.08,10,3,1,177,9500000.0
436,159372,2019,26,Premier League,West Ham United,379,Attack,False,29,25,0.88,1,4,0,1504,32000000.0
438,69015,2020,30,Premier League,West Ham United,379,Attack,False,25,15,1.2,0,1,0,0,4000000.0
439,104124,2020,30,Premier League,West Ham United,379,Attack,False,26,26,1.85,10,5,0,198,12000000.0
442,314875,2020,23,Premier League,West Ham United,379,Attack,False,38,38,1.71,8,5,0,322,30000000.0
444,48280,2017,30,Ligue 1,Paris Saint-Germain,583,Attack,False,32,32,2.5,28,7,3,92,60000000.0
445,68290,2017,25,Ligue 1,Paris Saint-Germain,583,Attack,False,20,20,2.75,19,13,4,95,180000000.0
446,77100,2017,24,Ligue 1,Paris Saint-Germain,583,Attack,False,11,5,2.6,1,1,0,71,28000000.0
448,225122,2017,20,Ligue 1,Paris Saint-Germain,583,Attack,False,2,1,3.0,0,0,0,0,40000000.0
449,342229,2017,18,Ligue 1,Paris Saint-Germain,583,Attack,True,29,27,2.3,13,7,0,161,120000000.0
452,45320,2018,30,Ligue 1,Paris Saint-Germain,583,Attack,False,31,30,2.57,12,12,0,195,40000000.0
453,45660,2018,29,Ligue 1,Paris Saint-Germain,583,Attack,True,31,22,2.18,3,0,0,263,5000000.0
456,85148,2018,24,Ligue 1,Paris Saint-Germain,583,Attack,False,32,31,2.26,3,8,0,681,35000000.0
457,342229,2018,19,Ligue 1,Paris Saint-Germain,583,Attack,False,29,29,2.48,33,9,1,70,200000000.0
459,370846,2018,18,Ligue 1,Paris Saint-Germain,583,Attack,False,2,2,3.0,1,0,0,53,6000000.0
462,272642,2017,20,Ligue 1,OGC Nice,417,Attack,False,32,30,1.53,3,7,0,757,20000000.0
463,412095,2017,19,Ligue 1,OGC Nice,417,Attack,False,9,8,1.13,0,1,0,0,2000000.0
464,412095,2017,19,Ligue 1,OGC Nice,417,Attack,False,9,8,1.13,0,1,0,0,2000000.0
466,272642,2018,21,Ligue 1,OGC Nice,417,Attack,True,34,34,1.47,6,5,1,486,25000000.0
469,531949,2018,19,Ligue 1,OGC Nice,417,Attack,False,22,20,1.55,2,0,0,515,3000000.0
471,371142,2019,20,Ligue 1,OGC Nice,417,Attack,False,22,18,1.17,1,2,0,669,7200000.0
475,531949,2019,20,Ligue 1,OGC Nice,417,Attack,False,27,26,1.35,3,1,0,410,3600000.0
476,283196,2020,22,Ligue 1,OGC Nice,417,Attack,False,25,25,1.52,6,2,2,322,20000000.0
477,365108,2020,19,Ligue 1,OGC Nice,417,Attack,False,37,28,1.36,1,1,0,528,4000000.0
478,371142,2020,21,Ligue 1,OGC Nice,417,Attack,False,23,19,1.42,3,1,0,358,7000000.0
480,500689,2020,19,Ligue 1,OGC Nice,417,Attack,False,4,3,1.33,0,0,0,0,2000000.0
482,122797,2021,29,Ligue 1,OGC Nice,417,Attack,False,32,32,1.66,16,2,3,153,13000000.0
483,122797,2021,29,Ligue 1,OGC Nice,417,Attack,False,32,32,1.66,16,2,3,153,13000000.0
485,330659,2021,22,Ligue 1,OGC Nice,417,Attack,True,28,27,1.7,4,5,0,470,15000000.0
486,365108,2021,20,Ligue 1,OGC Nice,417,Attack,False,3,3,2.33,0,1,0,0,4000000.0
487,371142,2021,22,Ligue 1,OGC Nice,417,Attack,False,2,1,3.0,0,0,0,0,3000000.0
489,418659,2021,21,Ligue 1,OGC Nice,417,Attack,False,38,38,1.76,10,9,3,276,42000000.0
491,500689,2021,20,Ligue 1,OGC Nice,417,Attack,False,30,20,1.4,1,3,0,421,3000000.0
492,543051,2021,21,Ligue 1,OGC Nice,417,Attack,False,14,11,1.45,0,0,0,0,5000000.0
494,61253,2019,32,Serie A,SSC Napoli,6195,Attack,False,38,33,1.52,4,7,0,544,9500000.0
495,96167,2019,25,Serie A,SSC Napoli,6195,Attack,False,28,9,1.56,1,0,0,169,6000000.0
497,165895,2019,25,Serie A,SSC Napoli,6195,Attack,True,17,15,1.93,2,2,0,373,22500000.0
498,191891,2019,25,Serie A,SSC Napoli,6195,Attack,False,29,26,1.65,11,0,0,159,32000000.0
499,316889,2019,23,Serie A,SSC Napoli,6195,Attack,False,35,26,1.08,4,1,0,255,28000000.0
500,34987,2020,34,Ligue 1,LOSC Lille,1082,Attack,False,28,28,2.04,16,5,4,129,2800000.0
501,292818,2020,24,Ligue 1,LOSC Lille,1082,Attack,False,38,38,2.18,6,11,0,499,25000000.0
503,370846,2020,20,Ligue 1,LOSC Lille,1082,Attack,False,34,28,2.25,3,0,0,288,12000000.0
506,557610,2020,18,Ligue 1,LOSC Lille,1082,Attack,True,32,15,1.93,0,1,0,0,4000000.0
509,37834,2021,32,Serie A,Inter Milan,46,Attack,True,13,3,1.67,0,0,0,0,1500000.0
510,37834,2021,32,Serie A,Inter Milan,46,Attack,True,13,3,1.67,0,0,0,0,1500000.0
511,37834,2021,32,Serie A,Inter Milan,46,Attack,True,13,3,1.67,0,0,0,0,1500000.0
512,40433,2021,32,Serie A,Inter Milan,46,Attack,False,33,27,2.07,5,3,0,173,3500000.0
514,315865,2021,22,Serie A,Inter Milan,46,Attack,False,1,0,0.0,0,0,0,0,20000000.0
515,406625,2021,23,Serie A,Inter Milan,46,Attack,False,36,35,2.14,21,3,3,109,75000000.0
516,640109,2021,20,Serie A,Inter Milan,46,Attack,False,13,4,2.5,0,0,0,0,7000000.0
520,295330,2018,21,Premier League,Leicester City,1003,Attack,False,36,30,1.1,1,4,0,926,12000000.0
521,398065,2018,20,Premier League,Leicester City,1003,Attack,False,17,16,1.25,1,2,0,1007,12000000.0
522,197838,2019,32,Premier League,Leicester City,1003,Attack,False,35,35,1.6,23,5,4,132,16000000.0
524,292417,2019,23,Premier League,Leicester City,1003,Attack,False,32,21,1.76,2,3,0,304,14500000.0
525,295330,2019,22,Premier League,Leicester City,1003,Attack,False,29,20,1.3,5,4,0,192,12000000.0
527,174915,2020,32,Premier League,Leicester City,1003,Attack,False,1,1,0.0,0,0,0,0,3000000.0
528,174915,2020,32,Premier League,Leicester City,1003,Attack,False,1,1,0.0,0,0,0,0,3000000.0
529,197838,2020,33,Premier League,Leicester City,1003,Attack,False,34,34,1.82,15,9,8,190,7000000.0
531,292417,2020,24,Premier League,Leicester City,1003,Attack,False,1,1,1.0,0,0,0,0,8000000.0
532,295330,2020,23,Premier League,Leicester City,1003,Attack,False,38,25,1.48,12,2,0,121,20000000.0
533,341647,2020,22,Premier League,Leicester City,1003,Attack,True,26,9,0.78,0,2,0,0,18000000.0
536,171209,2017,24,Bundesliga,Eintracht Frankfurt,24,Attack,False,17,6,0.5,0,0,0,0,1000000.0
537,187587,2017,23,Bundesliga,Eintracht Frankfurt,24,Attack,False,25,25,1.72,6,3,0,294,10000000.0
538,257462,2017,19,Bundesliga,Eintracht Frankfurt,24,Attack,False,31,22,1.23,8,1,0,116,8000000.0
539,22068,2019,36,Serie A,ACF Fiorentina,430,Attack,True,21,21,1.19,3,3,0,475,3200000.0
540,265078,2019,21,Serie A,ACF Fiorentina,430,Attack,False,20,19,1.47,4,2,0,209,15500000.0
541,282388,2019,23,Serie A,ACF Fiorentina,430,Attack,False,1,0,0.0,0,0,0,0,13500000.0
542,341092,2019,21,Serie A,ACF Fiorentina,430,Attack,False,35,34,1.44,10,9,1,265,48000000.0
545,46104,2021,31,Bundesliga,Hertha BSC,44,Attack,True,21,18,0.39,6,1,0,170,2500000.0
547,178459,2021,26,Bundesliga,Hertha BSC,44,Attack,True,29,25,1.0,4,0,1,249,1800000.0
548,269601,2021,24,Bundesliga,Hertha BSC,44,Attack,False,7,4,0.25,0,0,0,0,1200000.0
549,279009,2021,23,Bundesliga,Hertha BSC,44,Attack,True,32,30,1.0,5,2,0,342,6000000.0
550,303259,2021,23,Bundesliga,Hertha BSC,44,Attack,False,3,3,0.0,1,0,1,176,7500000.0
551,303259,2021,23,Bundesliga,Hertha BSC,44,Attack,False,3,3,0.0,1,0,1,176,7500000.0
554,358870,2021,21,Bundesliga,Hertha BSC,44,Attack,False,13,8,1.38,0,0,0,0,800000.0
555,371142,2021,22,Bundesliga,Hertha BSC,44,Attack,True,23,14,1.07,1,1,0,778,3000000.0
556,517894,2021,22,Bundesliga,Hertha BSC,44,Attack,False,1,1,0.0,0,1,0,0,30000000.0
557,517894,2021,22,Bundesliga,Hertha BSC,44,Attack,False,1,1,0.0,0,1,0,0,30000000.0
561,22068,2017,34,Bundesliga,Bayern Munich,27,Attack,False,25,20,2.25,5,1,0,242,4000000.0
563,58358,2017,27,Bundesliga,Bayern Munich,27,Attack,False,30,29,2.48,8,16,0,245,60000000.0
565,22068,2018,35,Bundesliga,Bayern Munich,27,Attack,False,27,25,2.24,6,4,0,195,4000000.0
566,38253,2018,29,Bundesliga,Bayern Munich,27,Attack,False,34,33,2.33,22,10,3,135,65000000.0
570,297583,2018,18,Bundesliga,Bayern Munich,27,Attack,False,4,1,3.0,0,0,0,0,2000000.0
572,58358,2019,29,Bundesliga,Bayern Munich,27,Attack,False,33,33,2.39,8,21,0,283,25500000.0
573,80444,2019,27,Bundesliga,Bayern Munich,27,Attack,True,25,23,2.35,8,6,1,177,56000000.0
574,159471,2019,23,Bundesliga,Bayern Munich,27,Attack,False,33,31,2.45,12,11,0,184,72000000.0
576,297583,2019,19,Bundesliga,Bayern Munich,27,Attack,False,1,0,0.0,0,0,0,0,1800000.0
579,58358,2020,30,Bundesliga,Bayern Munich,27,Attack,False,32,32,2.41,11,21,1,244,30000000.0
580,159471,2020,24,Bundesliga,Bayern Munich,27,Attack,False,27,27,2.48,10,5,0,166,70000000.0
583,38253,2021,32,Bundesliga,Bayern Munich,27,Attack,False,34,34,2.26,35,4,5,84,45000000.0
584,45660,2021,32,Bundesliga,Bayern Munich,27,Attack,False,22,20,1.9,4,2,0,90,3000000.0
587,192565,2021,25,Bundesliga,Bayern Munich,27,Attack,False,32,32,2.38,7,7,0,283,60000000.0
589,604323,2021,18,Bundesliga,Bayern Munich,27,Attack,False,1,0,0.0,0,0,0,0,1200000.0
590,636898,2021,17,Bundesliga,Bayern Munich,27,Attack,False,2,1,0.0,0,0,0,0,1000000.0
591,77100,2017,24,Premier League,Tottenham Hotspur,148,Attack,False,12,6,1.67,0,1,0,0,28000000.0
592,91845,2017,24,Premier League,Tottenham Hotspur,148,Attack,False,38,37,2.0,12,6,0,193,50000000.0
593,111630,2017,25,Premier League,Tottenham Hotspur,148,Attack,False,25,25,2.12,2,4,0,416,20000000.0
597,111630,2018,26,Premier League,Tottenham Hotspur,148,Attack,False,23,19,2.0,4,2,0,243,18000000.0
600,91845,2019,26,Premier League,Tottenham Hotspur,148,Attack,False,30,30,1.67,11,11,0,226,64000000.0
601,111630,2019,27,Premier League,Tottenham Hotspur,148,Attack,False,27,25,1.52,2,2,0,605,16000000.0
602,132098,2019,25,Premier League,Tottenham Hotspur,148,Attack,False,29,29,1.62,18,2,2,144,120000000.0
604,39381,2020,30,Premier League,Tottenham Hotspur,148,Attack,False,30,20,1.45,11,2,0,84,18000000.0
606,91845,2020,27,Premier League,Tottenham Hotspur,148,Attack,False,37,37,1.59,17,10,1,184,85000000.0
610,670883,2020,16,Premier League,Tottenham Hotspur,148,Attack,False,4,1,3.0,0,0,0,0,250000.0
613,132098,2021,27,Premier League,Tottenham Hotspur,148,Attack,False,37,37,1.84,17,9,4,190,90000000.0
615,431755,2021,21,Premier League,Tottenham Hotspur,148,Attack,False,18,18,1.94,5,8,0,253,40000000.0
616,431755,2021,21,Premier League,Tottenham Hotspur,148,Attack,False,18,18,1.94,5,8,0,253,40000000.0
617,530807,2021,19,Premier League,Tottenham Hotspur,148,Attack,False,1,0,0.0,0,0,0,0,400000.0
618,537382,2021,20,Premier League,Tottenham Hotspur,148,Attack,False,16,9,1.44,0,0,0,0,18000000.0
619,670883,2021,17,Premier League,Tottenham Hotspur,148,Attack,False,24,1,3.0,0,0,0,0,250000.0
620,157501,2018,23,Ligue 1,Stade Rennais FC,273,Attack,True,31,29,1.38,11,5,2,164,12000000.0
622,538977,2018,16,Ligue 1,Stade Rennais FC,273,Attack,False,1,0,0.0,0,0,0,0,150000.0
624,34987,2021,35,Ligue 1,LOSC Lille,1082,Attack,False,32,31,1.58,4,3,2,555,1500000.0
626,324690,2021,23,Ligue 1,LOSC Lille,1082,Attack,False,18,18,1.39,1,0,0,1074,18000000.0
630,557610,2021,19,Ligue 1,LOSC Lille,1082,Attack,False,33,13,1.08,1,4,0,227,3500000.0
631,666545,2021,19,Ligue 1,LOSC Lille,1082,Attack,False,1,0,0.0,0,0,0,0,175000.0
632,743987,2021,18,Ligue 1,LOSC Lille,1082,Attack,False,1,0,0.0,0,0,0,0,300000.0
635,291110,2017,22,Ligue 1,Angers SCO,1420,Attack,False,17,15,1.0,1,1,0,1027,4000000.0
636,291110,2017,22,Ligue 1,Angers SCO,1420,Attack,False,17,15,1.0,1,1,0,1027,4000000.0
639,425400,2018,20,Ligue 1,Angers SCO,1420,Attack,False,26,18,1.39,0,1,0,0,800000.0
640,170953,2019,27,Ligue 1,Angers SCO,1420,Attack,False,21,20,1.55,4,0,1,227,4500000.0
643,392810,2019,26,Ligue 1,Angers SCO,1420,Attack,True,17,16,1.31,3,1,0,226,2400000.0
649,290593,2020,25,Ligue 1,Angers SCO,1420,Attack,False,29,27,1.0,1,1,0,1251,3500000.0
650,392810,2020,27,Ligue 1,Angers SCO,1420,Attack,False,1,1,3.0,0,0,0,0,1300000.0
651,425400,2020,22,Ligue 1,Angers SCO,1420,Attack,False,24,17,1.47,1,0,0,403,1600000.0
652,670847,2020,16,Ligue 1,Angers SCO,1420,Attack,False,31,21,0.67,0,0,0,0,4000000.0
654,170953,2021,29,Ligue 1,Angers SCO,1420,Attack,False,31,29,1.17,3,1,0,365,4000000.0
655,193130,2021,29,Ligue 1,Angers SCO,1420,Attack,False,1,0,0.0,0,0,0,0,650000.0
656,232271,2021,27,Ligue 1,Angers SCO,1420,Attack,False,29,29,1.0,8,5,3,293,8000000.0
657,261963,2021,24,Ligue 1,Angers SCO,1420,Attack,False,13,10,0.7,0,0,0,0,1200000.0
661,460660,2021,21,Ligue 1,Angers SCO,1420,Attack,False,3,1,0.0,0,0,0,0,200000.0
662,543051,2021,21,Ligue 1,Angers SCO,1420,Attack,False,10,9,1.11,0,2,0,0,5000000.0
664,707225,2021,19,Ligue 1,Angers SCO,1420,Attack,False,11,3,2.0,0,0,0,0,300000.0
665,807689,2021,21,Ligue 1,Angers SCO,1420,Attack,False,1,0,0.0,0,0,0,0,500000.0
666,855160,2021,17,Ligue 1,Angers SCO,1420,Attack,False,2,1,0.0,0,0,0,0,200000.0
667,65278,2019,31,Premier League,Chelsea FC,631,Attack,False,24,11,1.36,1,1,0,661,9500000.0
668,82442,2019,32,Premier League,Chelsea FC,631,Attack,False,25,18,1.78,8,0,0,125,7000000.0
669,281404,2019,23,Premier League,Chelsea FC,631,Attack,True,1,0,0.0,0,0,0,0,9500000.0
670,281404,2019,23,Premier League,Chelsea FC,631,Attack,True,1,0,0.0,0,0,0,0,9500000.0
673,392768,2019,18,Premier League,Chelsea FC,631,Attack,False,25,22,1.77,1,5,0,851,31500000.0
675,82442,2020,33,Premier League,Chelsea FC,631,Attack,False,35,17,1.76,4,0,0,187,4000000.0
676,170527,2020,24,Premier League,Chelsea FC,631,Attack,True,38,35,1.8,6,12,0,434,65000000.0
677,217111,2020,27,Premier League,Chelsea FC,631,Attack,False,28,23,1.65,2,3,0,589,38000000.0
682,37304,2021,34,Premier League,Southampton FC,180,Attack,False,31,13,1.23,1,0,0,301,800000.0
684,186644,2021,26,Premier League,Southampton FC,180,Attack,False,35,30,1.1,4,2,0,511,12000000.0
685,250426,2021,24,Premier League,Southampton FC,180,Attack,False,37,23,0.87,2,3,0,707,15000000.0
686,340322,2021,21,Premier League,Southampton FC,180,Attack,False,28,14,0.79,0,1,0,0,1800000.0
689,571743,2021,19,Premier League,Southampton FC,180,Attack,True,32,32,1.13,6,1,0,330,22000000.0
690,20005,2017,29,Serie A,Atalanta BC,800,Attack,False,34,33,1.52,6,9,2,459,18000000.0
691,199258,2017,22,Serie A,Atalanta BC,800,Attack,False,34,29,1.62,4,6,0,407,9000000.0
692,368482,2017,20,Serie A,Atalanta BC,800,Attack,False,22,7,1.14,0,0,0,0,3500000.0
693,368482,2017,20,Serie A,Atalanta BC,800,Attack,False,22,7,1.14,0,0,0,0,3500000.0
696,20005,2018,30,Serie A,Atalanta BC,800,Attack,False,36,35,1.86,7,11,0,416,16000000.0
698,431755,2018,18,Serie A,Atalanta BC,800,Attack,False,15,3,1.0,0,0,0,0,1000000.0
703,119228,2019,28,Serie A,Atalanta BC,800,Attack,True,35,34,1.94,18,1,6,69,15000000.0
704,432092,2019,18,Serie A,Atalanta BC,800,Attack,False,10,1,3.0,0,0,0,0,1000000.0
705,486624,2019,20,Serie A,Atalanta BC,800,Attack,False,18,7,1.43,0,2,0,0,11000000.0
708,20005,2020,32,Serie A,Atalanta BC,800,Attack,False,11,10,1.5,4,2,0,168,9000000.0
710,119228,2020,29,Serie A,Atalanta BC,800,Attack,False,37,36,2.14,22,9,2,65,30000000.0
711,386914,2020,23,Serie A,Atalanta BC,800,Attack,False,36,15,1.67,2,0,0,139,6000000.0
712,536835,2020,17,Serie A,Atalanta BC,800,Attack,False,10,1,0.0,0,0,0,0,18000000.0
713,20463,2017,21,Ligue 1,FC Toulouse,415,Attack,True,36,33,0.82,1,2,0,1685,2500000.0
714,122797,2017,25,Ligue 1,FC Toulouse,415,Attack,False,32,32,0.91,5,5,1,467,4000000.0
715,20463,2018,22,Ligue 1,FC Toulouse,415,Attack,False,27,19,1.26,0,1,0,0,2500000.0
720,20463,2020,24,Ligue 1,RC Lens,826,Attack,True,34,23,1.48,1,3,0,568,1600000.0
721,344869,2020,23,Ligue 1,RC Lens,826,Attack,False,37,34,1.41,5,2,1,272,2500000.0
723,531949,2020,21,Ligue 1,RC Lens,826,Attack,True,27,24,1.33,7,3,0,187,8000000.0
724,585959,2020,18,Ligue 1,RC Lens,826,Attack,False,31,28,1.29,7,5,0,174,10000000.0
725,20463,2021,25,Ligue 1,RC Lens,826,Attack,False,27,17,1.12,1,0,0,240,1200000.0
727,344869,2021,24,Ligue 1,RC Lens,826,Attack,False,4,4,1.5,1,1,0,122,5000000.0
728,354726,2021,30,Ligue 1,RC Lens,826,Attack,False,36,35,1.77,6,3,2,415,2500000.0
731,800246,2021,20,Ligue 1,RC Lens,826,Attack,False,1,0,0.0,0,0,0,0,200000.0
732,804884,2021,18,Ligue 1,RC Lens,826,Attack,False,14,4,0.75,0,0,0,0,300000.0
734,170527,2019,23,Bundesliga,RB Leipzig,23826,Attack,False,34,34,1.94,28,8,3,100,64000000.0
735,242086,2019,23,Bundesliga,RB Leipzig,23826,Attack,True,24,22,1.82,10,2,0,130,20000000.0
737,344381,2019,21,Bundesliga,RB Leipzig,23826,Attack,True,34,32,1.88,5,15,0,385,28000000.0
740,517894,2019,20,Bundesliga,RB Leipzig,23826,Attack,False,17,10,1.6,0,1,0,0,13500000.0
741,157635,2020,26,Bundesliga,RB Leipzig,23826,Attack,False,30,27,1.96,5,5,0,270,21000000.0
742,238407,2020,24,Bundesliga,RB Leipzig,23826,Attack,True,33,29,1.97,5,2,0,286,16000000.0
743,292246,2020,24,Bundesliga,RB Leipzig,23826,Attack,False,27,18,1.5,0,1,0,0,11000000.0
745,344381,2020,22,Bundesliga,RB Leipzig,23826,Attack,False,28,28,1.96,6,7,0,315,43000000.0
747,597004,2020,17,Bundesliga,RB Leipzig,23826,Attack,False,11,2,3.0,0,0,0,0,400000.0
749,157635,2021,27,Bundesliga,RB Leipzig,23826,Attack,False,26,25,2.0,6,1,0,180,14000000.0
751,292246,2021,25,Bundesliga,RB Leipzig,23826,Attack,False,2,2,1.5,0,0,0,0,16000000.0
752,292246,2021,25,Bundesliga,RB Leipzig,23826,Attack,False,2,2,1.5,0,0,0,0,16000000.0
753,344381,2021,23,Bundesliga,RB Leipzig,23826,Attack,False,34,34,1.71,20,15,1,137,80000000.0
755,473169,2021,19,Bundesliga,RB Leipzig,23826,Attack,False,14,9,0.78,0,2,0,0,9000000.0
756,597004,2021,18,Bundesliga,RB Leipzig,23826,Attack,False,11,1,3.0,0,0,0,0,350000.0
760,35249,2018,28,Serie A,Udinese Calcio,410,Attack,False,18,16,1.38,6,1,0,161,5000000.0
761,35249,2018,28,Serie A,Udinese Calcio,410,Attack,False,18,16,1.38,6,1,0,161,5000000.0
763,211251,2018,25,Serie A,Udinese Calcio,410,Attack,False,19,13,1.0,0,1,0,0,3000000.0
765,157501,2017,22,Serie A,Torino FC,416,Attack,True,30,26,1.0,4,1,0,385,10000000.0
766,167727,2017,23,Serie A,Torino FC,416,Attack,False,32,32,1.5,10,3,0,268,38000000.0
767,334222,2017,21,Serie A,Torino FC,416,Attack,False,19,11,1.18,0,1,0,0,1500000.0
769,340070,2017,20,Serie A,Torino FC,416,Attack,False,33,14,1.36,1,1,0,315,1500000.0
771,54984,2021,32,Serie A,US Salernitana 1919,380,Attack,True,15,11,0.91,0,0,0,0,500000.0
773,194549,2021,29,Serie A,US Salernitana 1919,380,Attack,False,19,19,0.42,1,2,0,840,1500000.0
774,213854,2021,24,Serie A,US Salernitana 1919,380,Attack,False,14,14,0.79,1,1,0,704,700000.0
775,241527,2021,24,Serie A,US Salernitana 1919,380,Attack,True,33,32,0.91,10,0,2,186,5000000.0
776,267614,2021,24,Serie A,US Salernitana 1919,380,Attack,False,2,1,0.0,0,0,0,0,200000.0
779,542394,2021,19,Serie A,US Salernitana 1919,380,Attack,False,2,0,0.0,0,0,0,0,25000.0
780,622029,2021,19,Serie A,US Salernitana 1919,380,Attack,False,3,0,0.0,0,0,0,0,10000.0
783,38607,2017,23,Serie A,Bologna FC 1909,1025,Attack,False,30,24,0.88,1,3,0,1598,3500000.0
784,88683,2017,26,Serie A,Bologna FC 1909,1025,Attack,False,33,26,1.12,6,4,0,270,6000000.0
785,368482,2017,20,Serie A,Bologna FC 1909,1025,Attack,False,13,8,0.25,0,0,0,0,3500000.0
786,368482,2017,20,Serie A,Bologna FC 1909,1025,Attack,False,13,8,0.25,0,0,0,0,3500000.0
787,28396,2018,32,Serie A,AS Roma,12,Attack,False,34,33,1.67,9,7,0,286,14000000.0
788,54984,2018,29,Serie A,AS Roma,12,Attack,False,22,13,1.38,5,0,3,133,12000000.0
789,94529,2018,25,Serie A,AS Roma,12,Attack,False,32,28,1.89,11,5,0,192,30000000.0
792,341647,2018,20,Serie A,AS Roma,12,Attack,False,30,26,1.73,3,7,0,460,35000000.0
794,28396,2019,33,Serie A,AS Roma,12,Attack,False,38,35,1.74,16,11,0,178,11000000.0
795,36371,2019,31,Serie A,AS Roma,12,Attack,True,31,15,1.53,5,1,0,113,6800000.0
797,242086,2019,23,Serie A,AS Roma,12,Attack,False,2,0,0.0,0,0,0,0,20000000.0
798,282810,2019,21,Serie A,AS Roma,12,Attack,False,17,14,1.79,1,3,0,563,9000000.0
799,330659,2019,20,Serie A,AS Roma,12,Attack,False,31,22,1.86,4,2,0,381,22500000.0
800,341647,2019,21,Serie A,AS Roma,12,Attack,False,29,18,1.67,3,0,0,291,24000000.0
801,28396,2020,34,Serie A,AS Roma,12,Attack,False,31,27,1.41,7,4,0,261,4000000.0
803,94529,2020,27,Serie A,AS Roma,12,Attack,False,12,10,1.2,1,1,0,571,7000000.0
804,282810,2020,22,Serie A,AS Roma,12,Attack,False,32,21,1.67,2,2,0,381,8000000.0
805,298976,2020,23,Serie A,AS Roma,12,Attack,True,35,31,1.74,10,4,0,155,14000000.0
808,628558,2020,18,Serie A,AS Roma,12,Attack,False,4,0,0.0,0,0,0,0,300000.0
810,73794,2017,26,Serie A,UC Sampdoria,1038,Attack,True,32,31,1.35,11,4,0,192,20000000.0
811,146752,2017,23,Serie A,UC Sampdoria,1038,Attack,False,37,34,1.38,5,1,0,361,7500000.0
812,241527,2017,20,Serie A,UC Sampdoria,1038,Attack,False,1,1,3.0,0,0,0,0,1500000.0
813,241527,2017,20,Serie A,UC Sampdoria,1038,Attack,False,1,1,3.0,0,0,0,0,1500000.0
815,112343,2018,26,Serie A,UC Sampdoria,1038,Attack,True,18,18,1.33,4,2,0,202,12000000.0
816,112343,2018,26,Serie A,UC Sampdoria,1038,Attack,True,18,18,1.33,4,2,0,202,12000000.0
817,146752,2018,24,Serie A,UC Sampdoria,1038,Attack,False,24,21,1.48,6,2,0,172,10000000.0
819,22328,2019,36,Serie A,UC Sampdoria,1038,Attack,False,34,28,1.18,11,5,5,208,1600000.0
821,146752,2019,25,Serie A,UC Sampdoria,1038,Attack,False,20,18,0.94,3,0,0,220,6500000.0
822,146752,2019,25,Serie A,UC Sampdoria,1038,Attack,False,20,18,0.94,3,0,0,220,6500000.0
823,241527,2019,22,Serie A,UC Sampdoria,1038,Attack,False,32,19,1.11,6,0,0,123,1600000.0
824,22328,2020,37,Serie A,UC Sampdoria,1038,Attack,False,37,33,1.21,13,1,2,170,1000000.0
825,112343,2020,28,Serie A,UC Sampdoria,1038,Attack,False,23,16,1.44,3,2,1,291,5000000.0
