,player_id,season,Age,Competition,Club,club_id,position_group,New_season,Squad,Appearances,club_clean_sheet,player_clean_sheet,Goals conceded,PPG,Goals,Own goals,Assists,Penalty goals,Yellow cards,Second yellow cards,Red cards,Substitutions on,Substitutions off,Minutes played,Minutes per goal,market_value
1078,353399,2021,25,Ligue 1,Stade Rennais FC,273,midfield,False,4,3,14,0,0,1.33,0,0,0,0,0,0,0,3,0,25,0,3000000.0
1079,387106,2021,23,Ligue 1,Stade Rennais FC,273,midfield,False,29,29,14,0,0,1.76,6,0,8,0,1,0,0,8,16,1840,307,20000000.0
1080,640428,2021,18,Ligue 1,Stade Rennais FC,273,midfield,False,4,4,14,0,0,1.25,0,0,0,0,0,0,0,3,1,141,0,55000000.0
1081,640428,2021,18,Ligue 1,Stade Rennais FC,273,midfield,False,4,4,14,0,0,1.25,0,0,0,0,0,0,0,3,1,141,0,55000000.0
1082,711976,2021,18,Ligue 1,Stade Rennais FC,273,midfield,False,21,5,14,0,0,2.0,0,0,0,0,0,0,0,5,0,9,0,500000.0
1085,79377,2017,26,Bundesliga,Hertha BSC,44,midfield,False,9,7,7,0,0,1.57,0,0,1,0,2,0,1,5,1,207,0,3500000.0
1086,179643,2017,26,Bundesliga,Hertha BSC,44,midfield,False,24,21,7,0,0,1.24,0,0,3,0,2,0,0,3,5,1637,0,8000000.0
1089,179643,2018,27,Bundesliga,Hertha BSC,44,midfield,False,17,10,8,0,0,1.0,0,0,1,0,1,0,0,7,2,371,0,4000000.0
1092,179643,2019,28,Bundesliga,Hertha BSC,44,midfield,False,30,28,9,0,0,1.21,3,0,5,0,6,1,0,3,7,2261,754,4500000.0
1095,296397,2019,20,Bundesliga,Hertha BSC,44,midfield,False,19,14,9,0,0,1.21,0,0,0,0,0,0,0,9,2,527,0,15500000.0
1097,528833,2019,17,Bundesliga,Hertha BSC,44,midfield,False,8,3,9,0,0,1.0,0,0,0,0,0,0,0,3,1,32,0,500000.0
1098,179643,2020,29,Bundesliga,Hertha BSC,44,midfield,False,30,27,9,0,0,1.0,1,0,6,0,5,0,1,3,14,1914,1914,3500000.0
1100,296397,2020,21,Bundesliga,Hertha BSC,44,midfield,False,2,2,9,0,0,1.5,0,0,0,0,0,0,0,2,1,29,0,7000000.0
1102,392149,2020,18,Bundesliga,Hertha BSC,44,midfield,False,1,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
1103,423436,2020,23,Bundesliga,Hertha BSC,44,midfield,False,20,13,9,0,0,1.38,1,0,0,0,2,0,0,5,5,761,761,6500000.0
1104,465830,2020,21,Bundesliga,Hertha BSC,44,midfield,True,24,24,9,0,0,1.13,2,0,3,0,5,0,0,5,3,1817,909,20000000.0
1107,25488,2017,30,Serie A,Inter Milan,46,midfield,False,38,36,17,0,0,1.89,0,0,8,0,4,0,0,3,24,2562,0,14000000.0
1109,129473,2017,24,Serie A,Inter Milan,46,midfield,False,17,17,17,0,0,1.71,2,0,3,0,1,0,0,5,9,1047,524,28000000.0
1110,129473,2017,24,Serie A,Inter Milan,46,midfield,False,17,17,17,0,0,1.71,2,0,3,0,1,0,0,5,9,1047,524,28000000.0
1111,143812,2017,25,Serie A,Inter Milan,46,midfield,True,34,29,17,0,0,1.97,3,0,3,0,7,0,1,4,5,2136,712,21000000.0
1112,156617,2017,24,Serie A,Inter Milan,46,midfield,False,34,31,17,0,0,1.84,4,0,9,0,9,0,0,10,7,1921,480,27000000.0
1116,42460,2018,29,Serie A,Inter Milan,46,midfield,False,38,34,17,0,0,1.76,8,1,4,2,5,0,0,4,8,2705,338,30000000.0
1117,143812,2018,26,Serie A,Inter Milan,46,midfield,False,35,30,17,0,0,1.77,3,0,1,0,8,0,0,7,9,2015,672,23000000.0
1118,156617,2018,25,Serie A,Inter Milan,46,midfield,False,32,32,17,0,0,1.66,2,0,1,0,10,1,0,1,7,2656,1328,50000000.0
1119,197471,2018,24,Serie A,Inter Milan,46,midfield,False,38,19,17,0,0,2.26,5,0,0,0,3,0,0,6,5,1085,217,15000000.0
1120,49499,2021,30,Ligue 1,Paris Saint-Germain,583,midfield,True,34,31,15,0,0,2.29,1,0,3,0,2,0,0,13,12,1651,1651,18000000.0
1121,99343,2021,31,Ligue 1,Paris Saint-Germain,583,midfield,False,25,19,15,0,0,2.63,3,0,2,0,2,0,0,7,7,1091,364,10000000.0
1125,141050,2021,29,Ligue 1,Paris Saint-Germain,583,midfield,False,36,27,15,0,0,2.33,5,0,0,0,3,0,0,5,3,2036,407,14000000.0
1127,536482,2021,20,Ligue 1,Paris Saint-Germain,583,midfield,False,30,10,15,0,0,2.6,0,0,0,0,2,0,0,6,4,314,0,5000000.0
1128,566931,2021,18,Ligue 1,Paris Saint-Germain,583,midfield,False,18,6,15,0,0,2.67,0,0,0,0,1,0,0,5,1,128,0,4000000.0
1129,618415,2021,18,Ligue 1,Paris Saint-Germain,583,midfield,False,5,1,15,0,0,3.0,0,0,0,0,0,0,0,1,0,10,0,400000.0
1132,26267,2017,32,Premier League,Manchester City,281,midfield,False,34,34,19,0,0,2.59,5,0,4,0,7,0,0,1,5,2885,577,15000000.0
1134,50362,2017,27,Premier League,Manchester City,281,midfield,False,25,22,19,0,0,2.64,1,0,2,0,2,0,0,1,6,1746,1746,15000000.0
1137,241641,2017,22,Premier League,Manchester City,281,midfield,True,38,35,19,0,0,2.6,6,0,5,0,0,0,0,20,6,1519,253,50000000.0
1138,314678,2017,17,Premier League,Manchester City,281,midfield,False,10,5,19,0,0,2.6,0,0,0,0,0,0,0,5,0,49,0,5000000.0
1142,53622,2018,27,Premier League,Manchester City,281,midfield,False,32,31,20,0,0,2.55,6,0,3,0,3,0,0,8,6,2135,356,50000000.0
1144,241641,2018,23,Premier League,Manchester City,281,midfield,False,37,36,20,0,0,2.56,7,0,8,0,3,0,0,5,4,2853,408,100000000.0
1145,86792,2021,29,Ligue 1,Olympique Lyon,1041,midfield,True,18,11,11,0,0,2.18,2,0,3,0,0,0,0,2,8,684,342,7000000.0
1146,135617,2021,29,Ligue 1,Olympique Lyon,1041,midfield,False,33,29,11,0,0,1.52,1,0,1,0,3,0,1,8,6,1860,1860,9000000.0
1149,395693,2021,23,Ligue 1,Olympique Lyon,1041,midfield,False,36,36,11,0,0,1.64,6,0,4,0,1,0,0,7,12,2509,418,25000000.0
1152,520624,2021,23,Ligue 1,Olympique Lyon,1041,midfield,False,20,20,11,0,0,1.55,0,0,4,0,2,0,0,1,8,1639,0,40000000.0
1153,555076,2021,22,Ligue 1,Olympique Lyon,1041,midfield,True,14,14,11,0,0,1.64,3,0,0,0,0,0,0,5,3,887,296,15000000.0
1154,607223,2021,17,Ligue 1,Olympique Lyon,1041,midfield,False,23,16,11,0,0,1.63,0,0,1,0,1,0,0,13,3,430,0,18000000.0
1155,607225,2021,18,Ligue 1,Olympique Lyon,1041,midfield,False,1,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,600000.0
1158,125783,2021,27,Ligue 1,RC Strasbourg Alsace,667,midfield,False,36,32,14,0,0,1.81,1,0,0,0,4,0,0,5,17,2182,2182,4000000.0
1159,178313,2021,27,Ligue 1,RC Strasbourg Alsace,667,midfield,False,31,25,14,0,0,1.76,1,0,1,0,2,0,0,14,11,1000,1000,3000000.0
1165,628835,2021,18,Ligue 1,RC Strasbourg Alsace,667,midfield,False,1,0,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,100000.0
1166,876631,2021,17,Ligue 1,RC Strasbourg Alsace,667,midfield,False,24,4,14,0,0,2.0,0,0,0,0,1,0,0,3,1,107,0,600000.0
1167,891379,2021,19,Ligue 1,RC Strasbourg Alsace,667,midfield,False,23,5,14,0,0,1.4,0,0,1,0,1,0,0,5,0,85,0,400000.0
1169,991487,2021,15,Ligue 1,RC Strasbourg Alsace,667,midfield,False,1,0,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,100000.0
1171,351749,2020,24,Premier League,Leeds United,399,midfield,False,29,29,12,0,0,1.83,1,0,2,0,10,0,0,1,3,2428,2428,30000000.0
1172,532178,2020,18,Premier League,Leeds United,399,midfield,False,1,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
1173,534700,2020,20,Premier League,Leeds United,399,midfield,False,31,13,12,0,0,1.38,0,0,0,0,0,0,0,10,2,452,0,2500000.0
1174,734375,2020,18,Premier League,Leeds United,399,midfield,False,18,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
1175,47513,2021,33,Serie A,Udinese Calcio,410,midfield,False,37,22,8,0,0,1.5,0,0,1,0,2,0,0,16,4,618,0,400000.0
1177,112302,2021,30,Serie A,Udinese Calcio,410,midfield,False,25,24,8,0,0,1.25,3,0,5,1,8,1,0,2,8,1801,600,6500000.0
1180,465279,2021,20,Serie A,Udinese Calcio,410,midfield,False,8,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,100000.0
1181,528833,2021,19,Serie A,Udinese Calcio,410,midfield,True,37,22,8,0,0,1.0,2,0,2,0,0,0,0,21,0,469,235,3500000.0
1182,617170,2021,19,Serie A,Udinese Calcio,410,midfield,False,1,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,700000.0
1184,704709,2021,18,Serie A,Udinese Calcio,410,midfield,False,2,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50000.0
1190,288225,2019,21,Ligue 1,FC Nantes,995,midfield,False,24,24,10,0,0,1.25,5,0,1,0,0,0,0,2,15,1858,372,8000000.0
1191,332889,2019,24,Ligue 1,FC Nantes,995,midfield,False,3,3,10,0,0,1.33,0,0,1,0,0,0,0,0,0,270,0,16000000.0
1192,353403,2019,22,Ligue 1,FC Nantes,995,midfield,False,28,17,10,0,0,1.65,0,0,0,0,0,0,0,14,1,510,0,3200000.0
1196,242273,2020,23,Ligue 1,FC Nantes,995,midfield,False,38,32,5,0,0,1.03,0,0,2,0,4,0,0,6,8,2281,0,3200000.0
1197,243737,2020,23,Ligue 1,FC Nantes,995,midfield,False,17,6,5,0,0,2.0,0,0,0,0,0,0,0,6,0,50,0,300000.0
1199,353403,2020,23,Ligue 1,FC Nantes,995,midfield,False,5,1,5,0,0,1.0,0,0,0,0,0,0,0,0,1,83,0,750000.0
1201,635336,2020,21,Ligue 1,FC Nantes,995,midfield,False,34,33,5,0,0,1.12,7,0,3,5,4,0,1,5,14,2389,341,12000000.0
1205,288225,2021,23,Ligue 1,FC Nantes,995,midfield,False,35,35,8,0,0,1.46,10,0,5,5,10,0,0,0,17,2977,298,16000000.0
1206,353403,2021,24,Ligue 1,FC Nantes,995,midfield,False,34,30,8,0,0,1.33,0,0,1,0,5,0,0,14,6,1501,0,3000000.0
1207,773795,2021,19,Ligue 1,FC Nantes,995,midfield,False,9,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,400000.0
1208,830265,2021,18,Ligue 1,FC Nantes,995,midfield,False,8,2,8,0,0,1.0,0,0,0,0,0,0,0,2,0,4,0,150000.0
1211,68864,2017,27,Serie A,AS Roma,12,midfield,False,35,32,18,0,0,2.0,1,0,0,0,4,0,0,6,8,2260,2260,28000000.0
1214,28947,2017,30,Bundesliga,Borussia Dortmund,16,midfield,False,28,19,12,0,0,1.74,0,0,2,0,3,0,0,3,7,1207,0,8000000.0
1215,35207,2017,28,Bundesliga,Borussia Dortmund,16,midfield,False,11,11,12,0,0,1.64,7,0,0,0,1,0,0,0,7,935,134,35000000.0
1218,57995,2018,28,Bundesliga,VfB Stuttgart,79,midfield,True,24,20,0,0,0,0.8,2,0,2,0,0,0,0,12,4,946,473,4000000.0
1221,451340,2018,19,Bundesliga,VfB Stuttgart,79,midfield,False,13,2,0,0,0,0.0,0,0,0,0,0,0,0,2,0,40,0,300000.0
1224,60394,2020,27,Bundesliga,VfB Stuttgart,79,midfield,True,31,18,5,0,0,1.17,1,0,2,0,0,0,0,16,2,408,408,1200000.0
1225,146310,2020,27,Bundesliga,VfB Stuttgart,79,midfield,False,33,33,5,0,0,1.36,3,0,4,0,5,0,0,0,2,2957,986,10000000.0
1226,156779,2020,25,Bundesliga,VfB Stuttgart,79,midfield,False,14,8,5,0,0,1.25,0,0,2,0,0,0,0,5,3,311,0,2500000.0
1231,538971,2020,18,Bundesliga,VfB Stuttgart,79,midfield,False,12,6,5,0,0,0.5,0,0,0,0,2,0,1,3,2,252,0,1800000.0
1232,540302,2020,19,Bundesliga,VfB Stuttgart,79,midfield,False,32,25,5,0,0,1.04,1,0,3,0,1,0,0,13,11,1194,1194,5000000.0
1235,126665,2019,29,Ligue 1,Paris Saint-Germain,583,midfield,True,21,20,14,0,0,2.65,1,0,2,0,2,0,0,1,3,1654,1654,24000000.0
1236,166237,2019,25,Ligue 1,Paris Saint-Germain,583,midfield,False,26,17,14,0,0,2.24,0,1,1,0,2,0,0,9,2,807,0,20000000.0
1239,102017,2021,29,Premier League,Chelsea FC,631,midfield,False,36,29,16,0,0,2.07,6,0,2,6,5,0,0,3,8,2278,380,40000000.0
1241,148928,2021,26,Premier League,Chelsea FC,631,midfield,False,33,10,16,0,0,2.4,0,0,0,0,1,0,0,5,2,475,0,25000000.0
1242,148928,2021,26,Premier League,Chelsea FC,631,midfield,False,33,10,16,0,0,2.4,0,0,0,0,1,0,0,5,2,475,0,25000000.0
1245,309400,2021,22,Premier League,Chelsea FC,631,midfield,False,35,29,16,0,0,2.0,8,0,4,0,3,0,0,7,11,1810,226,70000000.0
1248,44162,2017,27,Serie A,Juventus FC,506,midfield,False,32,31,11,0,0,2.61,5,1,8,0,5,0,0,3,7,2489,498,65000000.0
1249,91970,2017,29,Serie A,Juventus FC,506,midfield,False,24,21,11,0,0,2.43,4,0,7,0,5,0,0,6,9,1358,340,28000000.0
1250,167859,2017,24,Serie A,Juventus FC,506,midfield,False,33,12,11,0,0,2.58,0,0,0,0,1,0,0,5,5,614,0,7500000.0
1253,205562,2017,21,Ligue 1,AS Monaco,162,midfield,False,30,30,0,0,0,2.2,2,0,10,0,1,0,0,3,8,2383,1192,65000000.0
1255,249565,2017,20,Ligue 1,AS Monaco,162,midfield,False,32,27,0,0,0,2.26,0,0,1,0,1,0,0,9,7,1565,0,20000000.0
1256,342209,2017,21,Ligue 1,AS Monaco,162,midfield,False,28,11,0,0,0,1.73,0,0,0,0,3,0,0,4,1,719,0,6000000.0
1259,29364,2018,31,Premier League,Wolverhampton Wanderers,543,midfield,True,38,38,10,0,0,1.5,1,0,8,0,4,0,0,3,11,3040,3040,10000000.0
1260,168157,2018,23,Premier League,Wolverhampton Wanderers,543,midfield,False,27,19,10,0,0,1.79,2,0,0,0,1,0,0,2,4,1469,735,18000000.0
1264,168157,2019,24,Premier League,Wolverhampton Wanderers,543,midfield,False,38,38,13,0,0,1.55,4,1,0,0,5,0,0,6,5,2793,698,22500000.0
1266,415646,2019,20,Premier League,Wolverhampton Wanderers,543,midfield,True,12,1,13,0,0,0.0,0,0,0,0,0,0,0,1,0,6,0,2300000.0
1267,429014,2019,19,Premier League,Wolverhampton Wanderers,543,midfield,False,26,7,13,0,0,1.43,0,0,0,0,0,0,0,6,1,124,0,7200000.0
1269,29364,2020,33,Premier League,Wolverhampton Wanderers,543,midfield,False,34,33,11,0,0,1.24,1,0,1,0,3,1,0,5,9,2533,2533,4000000.0
1271,225161,2020,23,Premier League,Wolverhampton Wanderers,543,midfield,False,37,36,11,0,0,1.17,5,0,1,3,7,0,0,5,10,2680,536,45000000.0
1275,168157,2021,26,Premier League,Wolverhampton Wanderers,543,midfield,False,37,30,11,0,0,1.47,2,0,2,0,4,0,0,9,4,1945,973,28000000.0
1277,415646,2021,22,Premier League,Wolverhampton Wanderers,543,midfield,False,4,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1600000.0
1281,31835,2018,31,Premier League,West Ham United,379,midfield,False,35,31,7,0,0,1.55,5,0,5,4,6,0,1,2,18,2308,462,7000000.0
1284,357662,2018,19,Premier League,West Ham United,379,midfield,False,36,34,7,0,0,1.44,2,0,0,0,4,0,0,0,2,3004,1502,45000000.0
1289,293200,2021,23,Premier League,West Ham United,379,midfield,True,32,19,8,0,0,1.37,1,0,0,0,0,0,0,13,6,552,552,22000000.0
1290,337333,2021,23,Premier League,West Ham United,379,midfield,False,32,1,8,0,0,3.0,0,0,0,0,0,0,0,1,0,0,0,7000000.0
1291,357662,2021,22,Premier League,West Ham United,379,midfield,False,36,36,8,0,0,1.47,1,0,4,0,8,0,0,1,0,3178,3178,80000000.0
1295,561452,2021,19,Premier League,West Ham United,379,midfield,False,2,1,8,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,250000.0
1296,31835,2017,30,Premier League,West Ham United,379,midfield,False,33,29,6,0,0,1.21,4,0,0,2,6,0,0,1,5,2403,601,7000000.0
1297,66934,2017,27,Premier League,West Ham United,379,midfield,False,33,33,6,0,0,1.06,2,0,3,0,5,0,0,1,5,2802,1401,12000000.0
1303,75942,2021,33,Serie A,Torino FC,416,midfield,False,18,7,9,0,0,1.14,0,0,0,0,2,0,0,6,1,158,0,1000000.0
1304,129588,2021,27,Serie A,Torino FC,416,midfield,True,23,23,9,0,0,1.74,2,0,2,0,3,0,0,6,10,1535,768,13000000.0
1305,130360,2021,28,Serie A,Torino FC,416,midfield,False,9,3,9,0,0,1.0,1,0,0,0,0,0,0,3,0,43,43,5000000.0
1306,134883,2021,29,Serie A,Torino FC,416,midfield,False,17,6,9,0,0,0.5,0,0,0,0,0,0,0,6,0,153,0,1400000.0
1309,287700,2021,25,Serie A,Torino FC,416,midfield,True,1,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4000000.0
1310,287700,2021,25,Serie A,Torino FC,416,midfield,True,1,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4000000.0
1311,308279,2021,24,Serie A,Torino FC,416,midfield,False,25,21,9,0,0,1.14,0,0,2,0,5,1,0,5,5,1320,0,10000000.0
1312,373899,2021,24,Serie A,Torino FC,416,midfield,False,2,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1600000.0
1313,392538,2021,21,Serie A,Torino FC,416,midfield,False,34,33,9,0,0,1.33,4,0,3,0,11,0,0,9,7,2237,559,16000000.0
1314,467992,2021,19,Serie A,Torino FC,416,midfield,False,16,12,9,0,0,1.42,0,0,0,0,1,0,0,3,5,724,0,12000000.0
1315,522681,2021,21,Serie A,Torino FC,416,midfield,False,13,1,9,0,0,0.0,0,0,0,0,0,0,0,1,1,81,0,450000.0
1318,63186,2020,29,Serie A,Bologna FC 1909,1025,midfield,False,37,37,4,0,0,1.11,9,0,7,0,5,0,0,0,5,3255,362,10000000.0
1321,347900,2020,23,Serie A,Bologna FC 1909,1025,midfield,False,34,34,4,0,0,1.15,1,0,1,0,8,0,1,6,13,2521,2521,9000000.0
1322,401920,2020,20,Serie A,Bologna FC 1909,1025,midfield,False,11,0,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,500000.0
1324,497291,2020,22,Serie A,Bologna FC 1909,1025,midfield,False,31,28,4,0,0,1.21,1,0,0,0,8,0,0,13,14,1255,1255,10000000.0
1325,699442,2020,15,Serie A,Bologna FC 1909,1025,midfield,False,4,1,4,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,200000.0
1326,60889,2021,33,Serie A,Bologna FC 1909,1025,midfield,False,34,33,14,0,0,1.18,0,0,1,0,8,1,0,1,7,2830,0,1000000.0
1329,237658,2021,24,Serie A,Bologna FC 1909,1025,midfield,False,16,12,14,0,0,1.42,0,0,0,0,1,0,0,8,2,437,0,3500000.0
1330,342405,2021,22,Serie A,Bologna FC 1909,1025,midfield,False,37,36,14,0,0,1.11,3,0,3,0,7,0,0,5,16,2573,858,15000000.0
1334,679754,2021,17,Serie A,Bologna FC 1909,1025,midfield,False,5,1,14,0,0,0.0,0,0,0,0,0,0,0,1,0,18,0,400000.0
1336,41414,2017,30,Serie A,SS Lazio,398,midfield,True,36,36,11,0,0,1.89,2,0,1,0,9,0,0,1,13,2893,1447,10000000.0
1338,266302,2017,22,Serie A,SS Lazio,398,midfield,False,36,35,11,0,0,1.94,12,0,3,0,8,0,0,2,7,2850,238,90000000.0
1339,415646,2017,18,Serie A,SS Lazio,398,midfield,False,18,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1000000.0
1340,50057,2017,26,Premier League,Arsenal FC,11,midfield,False,24,24,3,0,0,1.83,7,0,10,0,0,0,0,3,5,1847,264,45000000.0
1341,55735,2017,28,Premier League,Arsenal FC,11,midfield,False,11,11,3,0,0,1.36,2,0,4,0,0,0,0,2,4,796,398,35000000.0
1342,55735,2017,28,Premier League,Arsenal FC,11,midfield,False,11,11,3,0,0,1.36,2,0,4,0,0,0,0,2,4,796,398,35000000.0
1343,74869,2017,26,Premier League,Arsenal FC,11,midfield,False,19,7,3,0,0,2.14,0,0,0,0,0,0,0,6,2,155,0,12000000.0
1344,111455,2017,24,Premier League,Arsenal FC,11,midfield,False,38,38,3,0,0,1.66,1,0,7,0,10,0,0,1,7,3266,3266,40000000.0
1348,285845,2017,19,Premier League,Arsenal FC,11,midfield,False,26,15,3,0,0,1.67,0,0,0,0,1,0,0,7,0,907,0,7000000.0
1351,90466,2018,28,Premier League,Everton FC,29,midfield,False,38,38,14,0,0,1.42,13,0,6,2,3,0,0,2,19,3134,241,35000000.0
1352,126665,2018,28,Premier League,Everton FC,29,midfield,False,33,33,14,0,0,1.52,0,0,2,0,6,0,0,1,4,2825,0,25000000.0
1359,182894,2019,23,Premier League,Everton FC,29,midfield,True,2,2,9,0,0,2.0,0,0,0,0,0,0,0,1,0,135,0,22500000.0
1361,242631,2019,23,Premier League,Everton FC,29,midfield,True,30,25,9,0,0,1.08,1,0,0,0,0,0,0,6,14,1601,1601,25500000.0
1362,314210,2019,21,Premier League,Everton FC,29,midfield,False,36,30,9,0,0,1.33,1,0,0,0,8,0,0,7,7,2026,2026,16000000.0
1366,127187,2020,27,Premier League,Everton FC,29,midfield,False,30,29,12,0,0,1.69,2,0,3,0,6,0,0,0,9,2452,1226,25000000.0
1367,182894,2020,24,Premier League,Everton FC,29,midfield,False,1,1,12,0,0,1.0,0,0,0,0,0,0,0,1,0,11,0,15000000.0
1369,242631,2020,24,Premier League,Everton FC,29,midfield,False,35,30,12,0,0,1.53,1,0,2,0,0,0,0,13,12,1540,1540,22000000.0
1370,314210,2020,22,Premier League,Everton FC,29,midfield,False,35,25,12,0,0,1.76,0,0,1,0,3,0,0,8,9,1424,0,18000000.0
1373,66100,2020,28,Premier League,Southampton FC,180,midfield,False,21,21,9,0,0,1.24,1,0,1,0,6,0,0,1,5,1767,1767,6000000.0
1374,130765,2020,28,Premier League,Southampton FC,180,midfield,False,34,33,9,0,0,1.24,4,0,5,0,3,0,0,1,11,2774,694,8000000.0
1376,413032,2020,21,Premier League,Southampton FC,180,midfield,True,28,22,9,0,0,1.14,0,0,0,0,3,0,0,12,2,1010,0,15000000.0
1378,703577,2020,17,Premier League,Southampton FC,180,midfield,False,10,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
1380,290256,2018,23,Ligue 1,LOSC Lille,1082,midfield,False,27,27,15,0,0,2.07,2,0,1,0,10,0,0,1,6,2265,1133,10000000.0
1381,344605,2018,19,Ligue 1,LOSC Lille,1082,midfield,False,33,18,15,0,0,2.0,1,0,0,0,2,0,0,13,0,551,551,7500000.0
1383,84301,2019,28,Ligue 1,LOSC Lille,1082,midfield,True,26,26,12,0,0,1.88,2,0,1,0,7,0,0,3,4,2056,1028,8000000.0
1384,258027,2019,21,Ligue 1,LOSC Lille,1082,midfield,False,20,19,12,0,0,1.95,3,0,1,0,3,0,0,3,2,1482,494,16000000.0
1387,386726,2019,22,Ligue 1,LOSC Lille,1082,midfield,False,18,18,12,0,0,1.56,1,0,4,1,0,1,0,9,5,841,841,13000000.0
1388,644032,2019,19,Ligue 1,LOSC Lille,1082,midfield,False,5,1,12,0,0,3.0,0,0,0,0,0,0,0,1,0,14,0,150000.0
1390,44983,2017,27,Premier League,AFC Bournemouth,989,midfield,False,38,28,6,0,0,1.25,2,0,1,0,8,0,0,7,2,1941,971,3500000.0
1391,44983,2018,28,Premier League,AFC Bournemouth,989,midfield,False,26,25,5,0,0,1.28,2,0,1,0,8,0,0,6,4,1737,869,3500000.0
1392,118278,2021,30,Ligue 1,ESTAC Troyes,1095,midfield,False,34,34,9,0,0,1.09,5,0,2,0,4,0,0,3,9,2723,545,3500000.0
1393,118278,2021,30,Ligue 1,ESTAC Troyes,1095,midfield,False,34,34,9,0,0,1.09,5,0,2,0,4,0,0,3,9,2723,545,3500000.0
1397,429790,2021,21,Ligue 1,ESTAC Troyes,1095,midfield,False,2,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,700000.0
1398,485962,2021,22,Ligue 1,ESTAC Troyes,1095,midfield,False,1,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
1399,486814,2021,19,Ligue 1,ESTAC Troyes,1095,midfield,False,2,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,900000.0
1402,859396,2021,18,Ligue 1,ESTAC Troyes,1095,midfield,False,2,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3000000.0
1404,972479,2021,18,Ligue 1,ESTAC Troyes,1095,midfield,False,3,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,100000.0
1406,131978,2020,26,Premier League,Aston Villa,405,midfield,False,28,24,15,0,0,1.08,3,0,1,0,0,0,0,6,12,1537,512,20000000.0
1407,174094,2020,25,Premier League,Aston Villa,405,midfield,False,11,9,15,0,0,1.0,0,0,0,0,3,0,0,6,3,291,0,16000000.0
1409,324882,2020,26,Premier League,Aston Villa,405,midfield,False,38,13,15,0,0,2.15,0,0,0,0,3,0,0,4,4,749,0,7000000.0
1410,447661,2020,22,Premier League,Aston Villa,405,midfield,False,37,33,15,0,0,1.36,0,0,2,0,8,1,0,1,10,2791,0,35000000.0
1411,503749,2020,19,Premier League,Aston Villa,405,midfield,False,30,22,15,0,0,1.45,0,0,0,0,0,0,0,16,6,614,0,5000000.0
1414,53418,2017,26,Bundesliga,Bayer 04 Leverkusen,15,midfield,False,2,1,10,0,0,0.0,0,0,0,0,0,0,0,1,0,29,0,18000000.0
1415,53418,2017,26,Bundesliga,Bayer 04 Leverkusen,15,midfield,False,2,1,10,0,0,0.0,0,0,0,0,0,0,0,1,0,29,0,18000000.0
1417,118847,2017,23,Bundesliga,Bayer 04 Leverkusen,15,midfield,True,32,28,10,0,0,1.5,1,0,1,0,8,1,0,10,9,1664,1664,5000000.0
1418,187492,2017,21,Bundesliga,Bayer 04 Leverkusen,15,midfield,False,34,34,10,0,0,1.62,9,0,5,0,0,0,0,8,14,2334,259,40000000.0
1421,89701,2018,29,Bundesliga,Bayer 04 Leverkusen,15,midfield,False,26,24,9,0,0,1.83,2,0,7,0,3,0,0,2,7,1894,947,15000000.0
1424,309400,2018,19,Bundesliga,Bayer 04 Leverkusen,15,midfield,False,34,34,9,0,0,1.71,17,0,4,3,2,0,0,1,6,2902,171,90000000.0
1425,34787,2019,31,Bundesliga,Bayer 04 Leverkusen,15,midfield,False,29,27,10,0,0,1.81,2,0,2,0,4,0,0,7,7,1790,895,2400000.0
1427,125858,2019,25,Bundesliga,Bayer 04 Leverkusen,15,midfield,True,32,25,10,0,0,1.8,1,0,5,0,2,1,0,7,9,1576,1576,24000000.0
1428,232454,2019,22,Bundesliga,Bayer 04 Leverkusen,15,midfield,True,33,30,10,0,0,1.7,1,0,5,0,3,0,0,8,11,1857,1857,16000000.0
